date,platform,post_id,keyword,likes,shares,followers,sentiment_score
2025-04-30,LinkedIn,LI_29_734,DataScience,3164,312,431787,0.36
2025-04-30,LinkedIn,LI_29_132,Sustainability,4740,1444,58616,-0.62
2025-05-01,Twitter,TW_30_522,Innovation,1720,850,264097,0.55
2025-05-01,Twitter,TW_30_582,RemoteWork,560,1455,73394,0.04
2025-05-01,Twitter,TW_30_674,AI,2712,1366,251804,0.05
2025-05-01,Instagram,IN_30_450,Sustainability,4525,735,355349,0.54
2025-05-01,Instagram,IN_30_838,RemoteWork,2215,1259,254849,-0.62
2025-05-01,Instagram,IN_30_352,Innovation,2335,1152,157499,-0.55
2025-05-01,TikTok,TI_30_821,Innovation,4055,659,252555,-0.3
2025-05-01,TikTok,TI_30_914,Sustainability,2290,599,64897,0.15
2025-05-01,TikTok,TI_30_656,DataScience,3160,818,430065,-0.31
2025-05-01,LinkedIn,LI_30_394,Innovation,697,719,485447,-0.12
2025-05-01,LinkedIn,LI_30_362,AI,3974,448,106941,0.66
2025-05-02,Twitter,TW_31_211,DataScience,4857,500,128117,-0.9
2025-05-02,Twitter,TW_31_643,Innovation,1898,1316,123073,-0.9
2025-05-02,Twitter,TW_31_523,AI,2755,1479,248675,-0.8
2025-05-02,Instagram,IN_31_516,AI,3946,987,342069,-0.6
2025-05-02,Instagram,IN_31_394,Sustainability,2681,594,339636,-0.88
2025-05-02,TikTok,TI_31_647,DataScience,355,368,220092,0.76
2025-05-02,TikTok,TI_31_280,Sustainability,347,823,414118,-0.01
2025-05-02,LinkedIn,LI_31_681,Innovation,4987,229,487777,0.97
2025-05-02,LinkedIn,LI_31_391,AI,3772,1323,285845,0.05
2025-05-02,LinkedIn,LI_31_237,RemoteWork,4180,968,144045,-0.61
2025-05-02,LinkedIn,LI_31_215,Sustainability,2758,342,384317,-0.08
2025-05-03,Twitter,TW_32_445,Sustainability,2466,1172,354580,0.51
2025-05-03,Twitter,TW_32_279,AI,3371,885,271155,-0.34
2025-05-03,Twitter,TW_32_510,Innovation,831,388,74721,-0.05
2025-05-03,Instagram,IN_32_492,AI,1979,924,396185,-0.47
2025-05-03,Instagram,IN_32_437,Innovation,2523,1202,379998,0.15
2025-05-03,TikTok,TI_32_783,Innovation,1018,963,161854,-0.68
2025-05-03,TikTok,TI_32_802,Sustainability,4166,1450,404618,-0.38
2025-05-03,TikTok,TI_32_220,AI,2466,762,323240,-0.56
2025-05-03,LinkedIn,LI_32_565,RemoteWork,3110,861,369019,0.1
2025-05-03,LinkedIn,LI_32_582,Sustainability,4453,1370,433854,-0.56
2025-05-04,Twitter,TW_33_638,DataScience,3709,1091,369976,-0.28
2025-05-04,Twitter,TW_33_677,AI,969,136,435516,0.1
2025-05-04,Instagram,IN_33_974,Sustainability,4312,914,61943,0.36
2025-05-04,Instagram,IN_33_834,DataScience,4827,1011,48679,0.8
2025-05-04,Instagram,IN_33_556,AI,505,938,70176,0.03
2025-05-04,Instagram,IN_33_567,RemoteWork,4669,128,293970,-0.08
2025-05-04,TikTok,TI_33_936,AI,74,456,304201,-0.85
2025-05-04,TikTok,TI_33_533,RemoteWork,2872,1444,34428,0.08
2025-05-04,TikTok,TI_33_161,Sustainability,615,976,17638,-0.43
2025-05-04,LinkedIn,LI_33_483,Sustainability,3183,928,456931,0.83
2025-05-04,LinkedIn,LI_33_486,RemoteWork,3127,174,358947,0.93
2025-05-05,Twitter,TW_34_650,Sustainability,3269,1093,67766,0.46
2025-05-05,Twitter,TW_34_328,Innovation,78,56,157428,-0.07
2025-05-05,Twitter,TW_34_836,AI,4510,878,279886,-0.24
2025-05-05,Twitter,TW_34_335,RemoteWork,2077,953,182487,-0.69
2025-05-05,Instagram,IN_34_928,AI,3484,1269,402632,0.87
2025-05-05,Instagram,IN_34_116,DataScience,2021,432,36279,-0.8
2025-05-05,TikTok,TI_34_350,RemoteWork,412,833,231142,-0.53
2025-05-05,TikTok,TI_34_322,AI,512,296,265186,0.99
2025-05-05,LinkedIn,LI_34_691,DataScience,4948,1387,430068,-0.36
2025-05-05,LinkedIn,LI_34_409,Innovation,1223,1362,274285,-0.56
2025-05-06,Twitter,TW_35_705,Innovation,1484,1292,356860,-0.15
2025-05-06,Twitter,TW_35_607,AI,434,715,494662,0.29
2025-05-06,Twitter,TW_35_490,DataScience,4346,662,366066,-0.17
2025-05-06,Instagram,IN_35_288,Innovation,4456,979,127336,0.7
2025-05-06,Instagram,IN_35_407,RemoteWork,1232,958,480587,-0.88
2025-05-06,TikTok,TI_35_348,RemoteWork,2138,426,174152,0.29
2025-05-06,TikTok,TI_35_560,Sustainability,3089,199,281827,0.45
2025-05-06,TikTok,TI_35_295,DataScience,472,559,198744,0.35
2025-05-06,LinkedIn,LI_35_590,AI,1761,691,159957,0.91
2025-05-06,LinkedIn,LI_35_115,DataScience,1785,399,389746,-0.77
2025-05-06,LinkedIn,LI_35_872,RemoteWork,3973,506,365708,0.21
2025-05-06,LinkedIn,LI_35_309,Innovation,3299,500,290448,-0.36
2025-05-07,Twitter,TW_36_764,RemoteWork,2993,641,138133,-0.28
2025-05-07,Twitter,TW_36_609,DataScience,3867,211,421907,0.96
2025-05-07,Twitter,TW_36_580,Innovation,2673,426,195356,-0.37
2025-05-07,Instagram,IN_36_859,DataScience,1245,43,137720,0.11
2025-05-07,Instagram,IN_36_698,Sustainability,4794,1484,219931,-0.41
2025-05-07,TikTok,TI_36_488,Innovation,4717,513,262777,0.1
2025-05-07,TikTok,TI_36_801,Sustainability,2815,537,401220,0.64
2025-05-07,LinkedIn,LI_36_273,RemoteWork,1196,1485,287547,-0.02
2025-05-07,LinkedIn,LI_36_655,DataScience,531,1083,18733,0.68
2025-05-07,LinkedIn,LI_36_176,AI,447,23,217212,-0.73
2025-05-07,LinkedIn,LI_36_745,Sustainability,1945,149,371760,-0.7
2025-05-08,Twitter,TW_37_482,DataScience,545,1275,335353,0.33
2025-05-08,Twitter,TW_37_731,RemoteWork,4008,1360,256776,-0.97
2025-05-08,Instagram,IN_37_642,DataScience,2300,1107,151307,-0.97
2025-05-08,Instagram,IN_37_932,RemoteWork,3577,377,57107,0.84
2025-05-08,Instagram,IN_37_636,AI,1269,503,101627,0.24
2025-05-08,Instagram,IN_37_358,Innovation,2953,557,417775,-0.21
2025-05-08,TikTok,TI_37_349,RemoteWork,1900,624,359634,0.66
2025-05-08,TikTok,TI_37_182,DataScience,309,201,213482,-0.24
2025-05-08,TikTok,TI_37_665,Innovation,3949,124,334839,-0.98
2025-05-08,LinkedIn,LI_37_965,AI,3604,1330,412239,-0.34
2025-05-08,LinkedIn,LI_37_978,RemoteWork,831,1091,482900,-0.91
2025-05-09,Twitter,TW_38_377,DataScience,431,162,359837,0.85
2025-05-09,Twitter,TW_38_656,RemoteWork,4666,1357,18250,-0.64
2025-05-09,Instagram,IN_38_247,AI,3312,167,157907,-0.68
2025-05-09,Instagram,IN_38_346,Sustainability,4692,806,355961,0.79
2025-05-09,Instagram,IN_38_439,Innovation,3194,296,415448,0.98
2025-05-09,TikTok,TI_38_547,AI,1951,165,179568,0.21
2025-05-09,TikTok,TI_38_728,Innovation,4929,822,406565,-0.35
2025-05-09,TikTok,TI_38_749,DataScience,2289,932,258217,-0.54
2025-05-09,TikTok,TI_38_666,RemoteWork,3125,894,98380,0.36
2025-05-09,LinkedIn,LI_38_917,RemoteWork,2068,1470,39538,-0.84
2025-05-09,LinkedIn,LI_38_257,AI,3162,1467,411984,0.27
2025-05-09,LinkedIn,LI_38_857,Innovation,3241,658,190110,-0.79
2025-05-09,LinkedIn,LI_38_105,Sustainability,2575,920,189700,0.52
2025-05-10,Twitter,TW_39_291,Sustainability,3580,929,293020,0.11
2025-05-10,Twitter,TW_39_517,AI,896,63,47986,-0.29
2025-05-10,Instagram,IN_39_984,DataScience,3205,35,154012,-0.17
2025-05-10,Instagram,IN_39_897,Innovation,743,1494,473454,0.12
2025-05-10,TikTok,TI_39_801,DataScience,3168,357,73792,-0.46
2025-05-10,TikTok,TI_39_374,Sustainability,4089,308,34170,-0.67
2025-05-10,LinkedIn,LI_39_901,RemoteWork,680,749,132963,0.89
2025-05-10,LinkedIn,LI_39_838,Innovation,4111,1226,324312,-0.61
2025-05-10,LinkedIn,LI_39_209,Sustainability,1159,633,4548,0.9
2025-05-11,Twitter,TW_40_550,DataScience,2792,891,428544,0.65
2025-05-11,Twitter,TW_40_766,RemoteWork,4919,288,158514,-0.36
2025-05-11,Twitter,TW_40_811,Sustainability,1695,991,165722,-0.64
2025-05-11,Instagram,IN_40_811,Innovation,4072,1189,410979,-0.52
2025-05-11,Instagram,IN_40_485,DataScience,2346,814,192373,-0.77
2025-05-11,Instagram,IN_40_677,RemoteWork,1686,1222,287066,-0.64
2025-05-11,TikTok,TI_40_548,AI,2436,1428,37259,0.64
2025-05-11,TikTok,TI_40_914,RemoteWork,3401,1388,262778,-0.72
2025-05-11,TikTok,TI_40_410,Innovation,2032,527,346329,-0.69
2025-05-11,TikTok,TI_40_533,DataScience,3138,161,236440,0.98
2025-05-11,LinkedIn,LI_40_618,DataScience,3476,1123,20275,0.58
2025-05-11,LinkedIn,LI_40_468,RemoteWork,4448,1226,335590,0.83
2025-05-11,LinkedIn,LI_40_211,Innovation,2083,1356,349491,-0.29
2025-05-12,Twitter,TW_41_870,DataScience,2766,891,56545,-0.98
2025-05-12,Twitter,TW_41_364,AI,1868,1055,392566,0.04
2025-05-12,Twitter,TW_41_694,Innovation,4762,462,234716,-0.25
2025-05-12,Twitter,TW_41_574,Sustainability,4871,1424,263388,-0.7
2025-05-12,Instagram,IN_41_402,RemoteWork,3457,185,61853,0.66
2025-05-12,Instagram,IN_41_847,AI,1210,723,164520,-0.31
2025-05-12,TikTok,TI_41_456,DataScience,3950,209,230725,0.44
2025-05-12,TikTok,TI_41_563,RemoteWork,2662,147,158424,-0.91
2025-05-12,LinkedIn,LI_41_793,AI,1396,509,271529,-0.65
2025-05-12,LinkedIn,LI_41_263,DataScience,2761,1156,224540,0.92
2025-05-12,LinkedIn,LI_41_337,Sustainability,3368,1299,97705,-0.63
2025-05-12,LinkedIn,LI_41_773,RemoteWork,3590,820,16305,0.47
2025-05-13,Twitter,TW_42_498,RemoteWork,86,1453,113615,-0.59
2025-05-13,Twitter,TW_42_870,DataScience,562,1192,54347,0.6
2025-05-13,Instagram,IN_42_568,Sustainability,983,547,352640,0.73
2025-05-13,Instagram,IN_42_640,Innovation,2617,1232,204758,0.22
2025-05-13,Instagram,IN_42_701,DataScience,985,722,185541,0.69
2025-05-13,Instagram,IN_42_732,AI,1463,1389,371141,0.6
2025-05-13,TikTok,TI_42_420,DataScience,1015,498,161107,-0.77
2025-05-13,TikTok,TI_42_482,AI,1208,1056,204666,-0.16
2025-05-13,TikTok,TI_42_241,Innovation,4758,795,222794,-0.63
2025-05-13,TikTok,TI_42_750,RemoteWork,4452,1430,482905,0.29
2025-05-13,LinkedIn,LI_42_601,DataScience,2416,297,99093,-0.37
2025-05-13,LinkedIn,LI_42_561,Sustainability,489,745,6024,-0.03
2025-05-14,Twitter,TW_43_518,RemoteWork,4078,861,373319,0.68
2025-05-14,Twitter,TW_43_600,DataScience,1420,179,297431,-0.94
2025-05-14,Instagram,IN_43_381,Innovation,1891,1111,152346,-0.66
2025-05-14,Instagram,IN_43_568,AI,4683,1024,289214,0.02
2025-05-14,TikTok,TI_43_655,AI,390,1482,232403,0.09
2025-05-14,TikTok,TI_43_535,Innovation,888,1348,394921,-0.5
2025-05-14,TikTok,TI_43_995,RemoteWork,314,931,138790,-0.3
2025-05-14,TikTok,TI_43_936,Sustainability,762,909,454661,0.99
2025-05-14,LinkedIn,LI_43_981,Sustainability,3557,349,324040,-0.72
2025-05-14,LinkedIn,LI_43_311,Innovation,1745,131,299883,-0.3
2025-05-15,Twitter,TW_44_820,DataScience,2447,602,301278,-0.47
2025-05-15,Twitter,TW_44_978,Sustainability,4264,1401,428389,-0.81
2025-05-15,Twitter,TW_44_868,RemoteWork,3421,131,146397,0.73
2025-05-15,Instagram,IN_44_249,Sustainability,2688,516,400231,0.69
2025-05-15,Instagram,IN_44_502,DataScience,4059,301,303737,0.26
2025-05-15,TikTok,TI_44_748,RemoteWork,812,835,271329,0.5
2025-05-15,TikTok,TI_44_811,DataScience,3073,941,499206,-0.02
2025-05-15,TikTok,TI_44_695,Sustainability,70,200,384218,0.94
2025-05-15,TikTok,TI_44_750,AI,2984,139,418164,0.07
2025-05-15,LinkedIn,LI_44_606,RemoteWork,2249,671,435290,-0.43
2025-05-15,LinkedIn,LI_44_660,Sustainability,4784,277,297821,0.7
2025-05-16,Twitter,TW_45_741,AI,3814,43,66136,0.86
2025-05-16,Twitter,TW_45_261,DataScience,3665,944,1354,0.98
2025-05-16,Twitter,TW_45_538,RemoteWork,1707,1420,477791,-0.74
2025-05-16,Instagram,IN_45_770,Innovation,3002,522,44212,-0.26
2025-05-16,Instagram,IN_45_764,Sustainability,1405,116,208797,0.25
2025-05-16,Instagram,IN_45_843,RemoteWork,1968,889,344663,-0.82
2025-05-16,Instagram,IN_45_197,AI,58,447,250984,-0.84
2025-05-16,TikTok,TI_45_812,Sustainability,2864,256,452066,-0.16
2025-05-16,TikTok,TI_45_235,RemoteWork,3963,155,121034,-0.23
2025-05-16,TikTok,TI_45_848,AI,889,221,165286,-0.26
2025-05-16,TikTok,TI_45_406,Innovation,1173,793,406516,0.63
2025-05-16,LinkedIn,LI_45_643,Sustainability,4664,27,320983,0.3
2025-05-16,LinkedIn,LI_45_550,AI,2926,1489,112702,0.26
2025-05-17,Twitter,TW_46_980,RemoteWork,1829,187,471072,-0.8
2025-05-17,Twitter,TW_46_870,DataScience,1058,1217,383735,-0.23
2025-05-17,Instagram,IN_46_383,Innovation,740,518,291139,0.2
2025-05-17,Instagram,IN_46_838,Sustainability,2384,1424,15063,0.7
2025-05-17,Instagram,IN_46_774,AI,2521,430,272449,0.21
2025-05-17,TikTok,TI_46_761,RemoteWork,497,500,260463,-0.23
2025-05-17,TikTok,TI_46_346,Innovation,4142,1316,312390,-0.86
2025-05-17,LinkedIn,LI_46_235,Innovation,3218,1174,221653,-0.27
2025-05-17,LinkedIn,LI_46_799,DataScience,1465,974,404894,-0.85
2025-05-18,Twitter,TW_47_140,AI,545,825,266609,-0.43
2025-05-18,Twitter,TW_47_829,DataScience,4154,860,223075,0.4
2025-05-18,Twitter,TW_47_184,Sustainability,4445,1111,323986,-0.69
2025-05-18,Twitter,TW_47_185,RemoteWork,2588,171,269070,0.84
2025-05-18,Instagram,IN_47_500,DataScience,4854,1309,401149,0.67
2025-05-18,Instagram,IN_47_797,Innovation,591,645,367307,-0.13
2025-05-18,TikTok,TI_47_188,AI,3609,247,238697,0.22
2025-05-18,TikTok,TI_47_156,Sustainability,2583,1374,389861,0.32
2025-05-18,LinkedIn,LI_47_824,AI,1174,1446,6950,-0.67
2025-05-18,LinkedIn,LI_47_455,DataScience,4334,1069,411510,0.65
2025-05-19,Twitter,TW_48_867,Sustainability,2251,251,405451,0.8
2025-05-19,Twitter,TW_48_443,Innovation,3567,567,275650,-0.87
2025-05-19,Twitter,TW_48_829,AI,4773,1295,41406,-0.01
2025-05-19,Instagram,IN_48_476,Innovation,1338,532,406447,-0.79
2025-05-19,Instagram,IN_48_687,AI,994,477,389382,0.02
2025-05-19,Instagram,IN_48_145,Sustainability,150,510,25107,-0.06
2025-05-19,Instagram,IN_48_492,RemoteWork,1279,376,489196,0.92
2025-05-19,TikTok,TI_48_329,DataScience,2686,518,219238,0.83
2025-05-19,TikTok,TI_48_427,RemoteWork,2272,169,300649,-0.25
2025-05-19,LinkedIn,LI_48_510,AI,614,962,455050,-0.44
2025-05-19,LinkedIn,LI_48_965,Sustainability,2595,680,46290,0.11
2025-05-19,LinkedIn,LI_48_108,DataScience,3072,420,153879,0.13
2025-05-19,LinkedIn,LI_48_411,Innovation,2037,960,194081,0.18
2025-05-20,Twitter,TW_49_106,Sustainability,3409,58,123157,0.08
2025-05-20,Twitter,TW_49_751,DataScience,128,696,1766,0.52
2025-05-20,Twitter,TW_49_485,AI,2569,222,108580,0.06
2025-05-20,Instagram,IN_49_161,RemoteWork,1216,1467,147709,-0.81
2025-05-20,Instagram,IN_49_337,DataScience,4307,855,368445,0.79
2025-05-20,TikTok,TI_49_236,AI,3280,163,311323,0.14
2025-05-20,TikTok,TI_49_545,DataScience,1120,494,153922,-0.48
2025-05-20,TikTok,TI_49_422,Innovation,3269,1445,437155,0.47
2025-05-20,LinkedIn,LI_49_176,RemoteWork,1710,288,409911,0.54
2025-05-20,LinkedIn,LI_49_211,Innovation,1323,226,87179,-0.1
2025-05-20,LinkedIn,LI_49_421,AI,3380,257,281978,-0.28
2025-05-21,Twitter,TW_50_574,RemoteWork,2220,255,48406,-0.68
2025-05-21,Twitter,TW_50_802,Innovation,2542,1453,366364,0.21
2025-05-21,Instagram,IN_50_193,Innovation,2083,738,208746,0.03
2025-05-21,Instagram,IN_50_793,Sustainability,2498,542,430963,0.98
2025-05-21,TikTok,TI_50_669,RemoteWork,4556,521,50663,-0.08
2025-05-21,TikTok,TI_50_923,DataScience,1195,258,7268,-0.88
2025-05-21,LinkedIn,LI_50_943,Sustainability,3331,772,360811,0.26
2025-05-21,LinkedIn,LI_50_760,DataScience,738,1202,308295,-0.48
2025-05-22,Twitter,TW_51_302,AI,3682,273,49223,0.81
2025-05-22,Twitter,TW_51_949,DataScience,2766,260,23385,0.88
2025-05-22,Instagram,IN_51_941,Sustainability,3285,1026,16457,-0.23
2025-05-22,Instagram,IN_51_536,RemoteWork,1465,734,113573,0.82
2025-05-22,TikTok,TI_51_135,Innovation,2063,1335,155720,-0.0
2025-05-22,TikTok,TI_51_663,RemoteWork,3974,134,46991,-0.44
2025-05-22,TikTok,TI_51_240,AI,3484,418,337935,0.77
2025-05-22,LinkedIn,LI_51_591,Sustainability,4510,1002,181372,0.83
2025-05-22,LinkedIn,LI_51_614,AI,2684,805,142786,-0.64
2025-05-22,LinkedIn,LI_51_426,DataScience,4941,458,16363,0.79
2025-05-22,LinkedIn,LI_51_897,Innovation,2351,129,424967,0.98
2025-05-23,Twitter,TW_52_353,Innovation,2025,555,280807,0.63
2025-05-23,Twitter,TW_52_854,Sustainability,508,459,302828,0.69
2025-05-23,Twitter,TW_52_916,AI,3231,736,491317,0.68
2025-05-23,Twitter,TW_52_965,DataScience,1473,370,125020,0.19
2025-05-23,Instagram,IN_52_681,Innovation,4667,301,296231,0.9
2025-05-23,Instagram,IN_52_956,AI,4082,1120,163032,-0.65
2025-05-23,Instagram,IN_52_138,DataScience,789,125,122961,0.2
2025-05-23,Instagram,IN_52_120,Sustainability,4362,988,1358,-0.34
2025-05-23,TikTok,TI_52_921,Sustainability,2700,131,12488,-0.7
2025-05-23,TikTok,TI_52_821,DataScience,1210,237,444799,0.05
2025-05-23,TikTok,TI_52_473,RemoteWork,644,775,370380,0.88
2025-05-23,TikTok,TI_52_505,AI,4850,216,177454,-0.4
2025-05-23,LinkedIn,LI_52_910,Sustainability,4041,1339,167347,-0.65
2025-05-23,LinkedIn,LI_52_675,RemoteWork,2973,467,349930,0.18
2025-05-24,Twitter,TW_53_851,RemoteWork,2462,270,94170,0.46
2025-05-24,Twitter,TW_53_818,Innovation,4742,811,447041,0.99
2025-05-24,Instagram,IN_53_928,AI,1859,1319,297511,-0.79
2025-05-24,Instagram,IN_53_608,Sustainability,1202,688,391774,-0.84
2025-05-24,Instagram,IN_53_455,Innovation,2667,353,334545,0.77
2025-05-24,Instagram,IN_53_190,RemoteWork,2800,924,6974,-0.47
2025-05-24,TikTok,TI_53_362,AI,935,1485,1671,-0.9
2025-05-24,TikTok,TI_53_548,Innovation,3487,350,464759,-0.17
2025-05-24,LinkedIn,LI_53_948,Innovation,3977,1193,342295,0.52
2025-05-24,LinkedIn,LI_53_330,RemoteWork,1382,934,39644,0.6
2025-05-24,LinkedIn,LI_53_134,AI,2465,51,168099,-0.48
2025-05-25,Twitter,TW_54_274,AI,3125,339,384770,-0.85
2025-05-25,Twitter,TW_54_195,Innovation,2818,1226,322726,0.79
2025-05-25,Instagram,IN_54_721,AI,3606,331,29078,-0.8
2025-05-25,Instagram,IN_54_310,RemoteWork,1606,848,366531,0.11
2025-05-25,Instagram,IN_54_847,Innovation,4474,553,347343,-0.44
2025-05-25,Instagram,IN_54_343,DataScience,835,111,206993,0.14
2025-05-25,TikTok,TI_54_103,Sustainability,3552,189,155428,0.65
2025-05-25,TikTok,TI_54_740,AI,4966,993,105687,-0.81
2025-05-25,TikTok,TI_54_311,DataScience,1449,1317,153993,0.95
2025-05-25,LinkedIn,LI_54_582,AI,4056,1363,139938,-0.82
2025-05-25,LinkedIn,LI_54_657,Innovation,3224,388,195521,0.77
2025-05-25,LinkedIn,LI_54_478,Sustainability,1578,922,24392,-0.47
2025-05-26,Twitter,TW_55_677,Innovation,554,319,395387,0.39
2025-05-26,Twitter,TW_55_199,Sustainability,752,1378,181245,0.62
2025-05-26,Twitter,TW_55_523,RemoteWork,4881,475,291246,-0.88
2025-05-26,Instagram,IN_55_803,DataScience,3939,1182,463240,-0.53
2025-05-26,Instagram,IN_55_406,RemoteWork,696,818,474315,0.71
2025-05-26,Instagram,IN_55_135,Innovation,4163,1179,473097,0.03
2025-05-26,TikTok,TI_55_277,DataScience,1419,443,424866,-0.61
2025-05-26,TikTok,TI_55_143,Sustainability,3518,170,359154,-0.13
2025-05-26,TikTok,TI_55_942,AI,1261,1228,136206,-0.36
2025-05-26,TikTok,TI_55_844,RemoteWork,598,188,204475,0.11
2025-05-26,LinkedIn,LI_55_994,Innovation,151,1444,327661,0.18
2025-05-26,LinkedIn,LI_55_900,DataScience,3487,240,218287,-0.7
2025-05-26,LinkedIn,LI_55_680,RemoteWork,4866,1203,398608,0.93
2025-05-26,LinkedIn,LI_55_202,Sustainability,915,1162,409705,-0.8
2025-05-27,Twitter,TW_56_370,DataScience,3187,1351,255586,0.14
2025-05-27,Twitter,TW_56_584,Innovation,356,362,145396,-0.19
2025-05-27,Twitter,TW_56_733,Sustainability,3340,89,208509,0.78
2025-05-27,Instagram,IN_56_586,Sustainability,2250,772,11607,-0.32
2025-05-27,Instagram,IN_56_912,AI,2532,646,147982,0.69
2025-05-27,Instagram,IN_56_978,Innovation,854,476,71456,-0.4
2025-05-27,TikTok,TI_56_719,RemoteWork,781,394,232586,-0.58
2025-05-27,TikTok,TI_56_943,Innovation,3385,1002,399193,0.03
2025-05-27,TikTok,TI_56_482,Sustainability,510,1065,415968,-0.68
2025-05-27,TikTok,TI_56_418,DataScience,4201,836,72119,0.56
2025-05-27,LinkedIn,LI_56_996,DataScience,1694,128,131804,-0.93
2025-05-27,LinkedIn,LI_56_151,AI,3002,1453,105390,-0.45
2025-05-27,LinkedIn,LI_56_943,RemoteWork,3852,1044,209112,0.27
2025-05-27,LinkedIn,LI_56_226,Innovation,300,505,196279,-0.02
2025-05-28,Twitter,TW_57_664,Sustainability,2915,715,86728,0.68
2025-05-28,Twitter,TW_57_364,RemoteWork,790,593,15391,-0.23
2025-05-28,Twitter,TW_57_266,Innovation,4737,448,450373,-0.56
2025-05-28,Instagram,IN_57_767,Sustainability,3404,1061,11513,0.73
2025-05-28,Instagram,IN_57_885,Innovation,122,980,478896,-0.74
2025-05-28,TikTok,TI_57_329,DataScience,2117,1255,423096,0.89
2025-05-28,TikTok,TI_57_829,AI,2305,877,470490,-0.25
2025-05-28,LinkedIn,LI_57_577,RemoteWork,2525,1396,273964,0.65
2025-05-28,LinkedIn,LI_57_506,Innovation,4838,219,4852,0.02
2025-05-28,LinkedIn,LI_57_778,AI,3115,1159,340393,0.19
2025-05-29,Twitter,TW_58_165,Innovation,2804,576,336856,-0.35
2025-05-29,Twitter,TW_58_383,AI,2189,1353,373817,0.9
2025-05-29,Twitter,TW_58_767,Sustainability,2497,395,79606,0.03
2025-05-29,Instagram,IN_58_776,AI,2668,1404,74363,0.44
2025-05-29,Instagram,IN_58_771,RemoteWork,4124,615,137014,0.81
2025-05-29,TikTok,TI_58_825,RemoteWork,4736,398,180918,0.45
2025-05-29,TikTok,TI_58_327,AI,4429,1317,412512,-0.05
2025-05-29,TikTok,TI_58_787,Innovation,2986,1048,158388,0.69
2025-05-29,LinkedIn,LI_58_582,DataScience,1098,539,381206,0.62
2025-05-29,LinkedIn,LI_58_881,Sustainability,1549,1402,472644,-0.33
2025-05-29,LinkedIn,LI_58_191,RemoteWork,1870,737,118088,0.49
2025-05-29,LinkedIn,LI_58_414,AI,3494,688,195868,-0.48
2025-05-30,Twitter,TW_59_154,RemoteWork,4830,1198,496085,0.24
2025-05-30,Twitter,TW_59_583,AI,1643,1034,63818,0.73
2025-05-30,Twitter,TW_59_490,Sustainability,4390,621,217587,-0.89
2025-05-30,Instagram,IN_59_450,Sustainability,3402,1176,469107,0.81
2025-05-30,Instagram,IN_59_568,DataScience,1223,657,453142,0.43
2025-05-30,TikTok,TI_59_746,RemoteWork,1498,651,333660,-0.88
2025-05-30,TikTok,TI_59_562,Innovation,2290,438,400084,0.55
2025-05-30,LinkedIn,LI_59_729,Sustainability,3602,1307,226134,-0.19
2025-05-30,LinkedIn,LI_59_588,RemoteWork,3190,19,20778,0.07
2025-05-30,LinkedIn,LI_59_848,AI,3106,38,468668,-0.36
2025-05-30,LinkedIn,LI_59_953,Innovation,4400,400,10393,0.35
2025-05-31,Twitter,TW_60_419,Sustainability,1106,220,202090,0.01
2025-05-31,Twitter,TW_60_413,DataScience,1418,143,432931,-0.91
2025-05-31,Twitter,TW_60_397,Innovation,3784,1500,273780,0.19
2025-05-31,Twitter,TW_60_445,RemoteWork,3602,1416,71144,-0.31
2025-05-31,Instagram,IN_60_931,Innovation,3354,49,120756,-0.55
2025-05-31,Instagram,IN_60_234,Sustainability,1780,54,310168,0.01
2025-05-31,Instagram,IN_60_226,AI,3053,1466,342070,0.58
2025-05-31,TikTok,TI_60_149,Innovation,935,1348,439367,-0.96
2025-05-31,TikTok,TI_60_806,AI,998,863,233948,-0.24
2025-05-31,TikTok,TI_60_660,DataScience,2120,981,368981,-0.69
2025-05-31,LinkedIn,LI_60_778,AI,4312,562,327525,0.21
2025-05-31,LinkedIn,LI_60_240,Innovation,3481,224,269217,0.44
2025-05-31,LinkedIn,LI_60_220,Sustainability,2365,243,412440,-0.79
2025-05-31,LinkedIn,LI_60_303,DataScience,1686,548,436944,0.05
2025-06-01,Twitter,TW_61_402,Innovation,1363,90,288382,-0.01
2025-06-01,Twitter,TW_61_312,RemoteWork,3987,687,123948,-0.99
2025-06-01,Instagram,IN_61_252,AI,787,1057,40346,0.45
2025-06-01,Instagram,IN_61_203,DataScience,2146,1329,122194,-0.09
2025-06-01,Instagram,IN_61_403,Innovation,2213,960,27256,-0.8
2025-06-01,Instagram,IN_61_278,Sustainability,373,605,189856,0.6
2025-06-01,TikTok,TI_61_971,RemoteWork,425,29,447692,-0.72
2025-06-01,TikTok,TI_61_762,AI,1446,683,188447,0.79
2025-06-01,TikTok,TI_61_736,DataScience,2247,200,196361,0.63
2025-06-01,LinkedIn,LI_61_509,AI,3789,566,439151,-0.23
2025-06-01,LinkedIn,LI_61_971,RemoteWork,3967,873,341182,0.77
2025-06-02,Twitter,TW_62_812,AI,530,336,55375,-0.17
2025-06-02,Twitter,TW_62_704,Sustainability,4004,1175,356673,-0.12
2025-06-02,Instagram,IN_62_983,RemoteWork,1120,999,483553,-0.02
2025-06-02,Instagram,IN_62_521,Innovation,3660,104,34206,-0.48
2025-06-02,Instagram,IN_62_421,DataScience,151,1452,456256,0.36
2025-06-02,Instagram,IN_62_885,AI,4773,1492,297229,-0.55
2025-06-02,TikTok,TI_62_593,Innovation,2882,1369,355573,0.28
